0,1647,484
0,1619,552
0,1493,446
0,1281,394
0,856,316
0,771,286
0,640,216
0,472,190
0,347,132
0,204,85
0,125,61
0,81,56
0,72,35
0,185,47
0,536,112
0,1022,190
0,1304,222
0,1043,328
0,1413,284
0,1198,292
18.29,1211,378
36.58,1223,353
4.06,1268,354
2.706666667,1315,513
1.353333333,1681,523
0,1631,507
0,1463,449
0,1310,395
0,888,330
0,745,310
0,693,243
0,691,191
0,671,114
0,235,70
0,127,63
0,87,54
0,86,31
0,191,39
0,558,133
0,1232,239
0,1433,284
0,1176,305
0,1383,298
0,1140,349
0,1154,347
0,1261,386
0,1221,414
0,1335,515
0,1653,531
0,1374,526
0,1361,503
0,1455,395
0,1037,325
0,924,311
0,780,294
0,684,247
0,419,174
0,215,80
0,152,78
0,103,55
0,88,31
0,197,38
0,539,120
0,1393,241
0,1708,296
0,1227,323
0,1371,325
0,1237,292
0,1196,360
0,1254,382
0,1276,387
0,1343,510
0,1380,529
0,1257,542
0,1502,491
0,1302,366
0,942,361
0,888,344
0,793,268
0,829,205
0,523,120
0,276,94
0,173,80
0,152,57
0,100,35
0,204,41
0,537,110
0,1257,245
0,1725,288
0,1494,343
0,1365,325
0,1243,377
0,1232,383
0,1249,401
0,1258,437
0,1251,485
0,1596,506
0,1585,521
0,1436,477
0,1282,390
0,855,351
0,891,284
0,860,297
0,906,225
0,603,178
